lower_note,upper_note,interval_name,semitones,frequency_ratio,cents,harmonic_series_position,consonance_level,interval_class,compound_interval,enharmonic_spellings,beat_frequency_hz_440,beat_frequency_hz_432,lower_freq_hz_440,upper_freq_hz_440,lower_freq_hz_432,upper_freq_hz_432,resolution_vectors,functional_tendencies,modern_applications,constructive_interference_ratio,destructive_interference_ratio,interference_pattern_type,phase_relationship_degrees,roughness_index
G#3/Ab3,B3,minor third,3,6:5,300,none,consonant,m3,simple,minor third,39.29,38.58,207.65,246.94,203.87454545454500,242.45018181818200,stable|expand_to_fifth|contract_to_unison,tonic_triad_member|subdominant_approach,modal_color_tone|add9_chord_component|polychord_element,0.9026,0.0107,roughness,104.4,0.5355
G#3/Ab3,C4,major third,4,5:4,400,5th harmonic,consonant,M3,simple,major third/diminished fourth,53.98,53.0,207.65,261.63,203.87454545454500,256.8730909090910,stable|expand_to_fifth|contract_to_unison,dominant_chord_member|resolution_goal,lydian_characteristic|maj7#11_color|bitonality_anchor,0.9094,0.0099,consonant_roughness,352.8,0.2881
G#3/Ab3,D4,tritone,6,45:32,600,none,dissonant,TT,simple,augmented fourth/diminished fifth,86.01,84.45,207.65,293.66,203.87454545454500,288.3207272727270,resolution_to_sixth|resolution_to_third|chromatic_slide|stable_in_symmetric_contexts,dominant_seventh_tension|diminished_chord_core,symmetric_scale_anchor|french_sixth_color|whole_tone_element,0.5529,0.0748,roughness,3.6,0.6399
G#3/Ab3,E4,minor sixth,8,8:5,800,none,mild dissonant,m6,simple,minor sixth/augmented fifth,121.98,119.76,207.65,329.63,203.87454545454500,323.6367272727270,expand_to_octave|contract_to_fifth|chromatic_approach_to_fifth,submediant_approach|deceptive_resolution,dorian_characteristic|add6_color|chromatic_mediant,0.5335,0.0804,separate_tones,352.8,0.2802
G#3/Ab3,F4,major sixth,9,5:3,900,none,mild dissonant,M6,simple,major sixth,141.58,139.01,207.65,349.23,203.87454545454500,342.88036363636400,expand_to_octave|contract_to_fifth|leading_tone_preparation,submediant_function|deceptive_cadence,lydian_extension|maj13_color|neapolitan_preparation,0.3548,0.1538,separate_tones,208.8,0.1
G#3/Ab3,G4,major seventh,11,15:8,1100,15th harmonic,dissonant,M7,simple,major seventh/diminished octave,184.35,181.0,207.65,392.0,203.87454545454500,384.8727272727270,resolution_up_to_octave|chromatic_approach|half_step_tension,leading_tone_function|dominant_preparation,maj7_chord_color|chromatic_harmony|impressionist_dissonance,0.4712,0.1009,separate_tones,126.0,0.1
G#3/Ab3,A4,minor ninth,13,32:15,1300,none,dissonant,m9,compound,minor second + octave,232.35,228.13,207.65,440.0,203.87454545454500,432.0,up_half_step|down_half_step|chromatic_voice_exchange|compound_spacing|register_displacement,leading_tone_resolution|neighbor_tone|extended_harmony,cluster_harmony|semitone_displacement|chromatic_saturation|jazz_extensions|contemporary_color,0.4567,0.1063,separate_tones,126.0,0.1
G#3/Ab3,B4,minor tenth,15,12:5,1500,none,consonant,m10,compound,minor third + octave,286.23,281.03,207.65,493.88,203.87454545454500,484.90036363636400,stable|expand_to_fifth|contract_to_unison|compound_spacing|register_displacement,tonic_triad_member|subdominant_approach|extended_harmony,modal_color_tone|add9_chord_component|polychord_element|jazz_extensions|contemporary_color,0.209,0.2745,separate_tones,82.8,0.1
G#3/Ab3,C5,major tenth,16,5:2,1600,5th harmonic,consonant,M10,compound,major third + octave,315.6,309.86,207.65,523.25,203.87454545454500,513.7363636363640,stable|expand_to_fifth|contract_to_unison|compound_spacing|register_displacement,dominant_chord_member|resolution_goal|extended_harmony,lydian_characteristic|maj7#11_color|bitonality_anchor|jazz_extensions|contemporary_color,0.1613,0.342,separate_tones,216.0,0.1
G#3/Ab3,D5,augmented eleventh,18,45:16,1800,none,dissonant,A11,compound,tritone + octave,379.68,372.78,207.65,587.33,203.87454545454500,576.6512727272730,resolution_to_sixth|resolution_to_third|chromatic_slide|stable_in_symmetric_contexts|compound_spacing|register_displacement,dominant_seventh_tension|diminished_chord_core|extended_harmony,symmetric_scale_anchor|french_sixth_color|whole_tone_element|jazz_extensions|contemporary_color,0.1077,0.4531,separate_tones,244.8,0.1
G#3/Ab3,E5,minor thirteenth,20,8:5,2000,none,mild dissonant,m13,compound,minor sixth + octave,451.6,443.39,207.65,659.25,203.87454545454500,647.2636363636360,expand_to_octave|contract_to_fifth|chromatic_approach_to_fifth|compound_spacing|register_displacement,submediant_approach|deceptive_resolution|extended_harmony,dorian_characteristic|add6_color|chromatic_mediant|jazz_extensions|contemporary_color,0.0784,0.5402,separate_tones,216.0,0.1
G#3/Ab3,F5,major thirteenth,21,5:3,2100,none,mild dissonant,M13,compound,major sixth + octave,490.81,481.89,207.65,698.46,203.87454545454500,685.7607272727270,expand_to_octave|contract_to_fifth|leading_tone_preparation|compound_spacing|register_displacement,submediant_function|deceptive_cadence|extended_harmony,lydian_extension|maj13_color|neapolitan_preparation|jazz_extensions|contemporary_color,0.0683,0.5769,separate_tones,291.6,0.1
G#3/Ab3,G5,major fourteenth,23,15:4,2300,15th harmonic,dissonant,M14,compound,major seventh + octave,576.34,565.86,207.65,783.99,203.87454545454500,769.7356363636360,resolution_up_to_octave|chromatic_approach|half_step_tension|compound_spacing|register_displacement,leading_tone_function|dominant_preparation|extended_harmony,maj7_chord_color|chromatic_harmony|impressionist_dissonance|jazz_extensions|contemporary_color,0.0533,0.6397,separate_tones,122.4,0.1
A3,B3,major second,2,9:8,200,9th harmonic,mild dissonant,M2,simple,major second,26.94,26.45,220.0,246.94,216.0,242.45018181818200,step_resolution_both_directions|leap_to_consonance,passing_tone|suspension_resolution,quartal_harmony|secunda_harmony|tone_cluster_component,0.9752,0.0025,fast_beating,338.4,0.898
A3,C4,minor third,3,6:5,300,none,consonant,m3,simple,minor third,41.63,40.87,220.0,261.63,216.0,256.8730909090910,stable|expand_to_fifth|contract_to_unison,tonic_triad_member|subdominant_approach,modal_color_tone|add9_chord_component|polychord_element,0.9027,0.0107,roughness,226.8,0.4185
A3,D4,perfect fourth,5,4:3,500,4th harmonic,consonant,P4,simple,perfect fourth,73.66,72.32,220.0,293.66,216.0,288.3207272727270,stable|suspension_down_to_third|quartal_voice_leading,suspension_preparation|plagal_motion,quartal_harmony_foundation|sus4_color|modal_frame,0.9854,0.0015,consonant_roughness,237.6,0.229
A3,E4,perfect fifth,7,3:2,700,3rd harmonic,consonant,P5,simple,perfect fifth,109.63,107.64,220.0,329.63,216.0,323.6367272727270,stable|power_interval|open_voicing_foundation,tonic_stability|dominant_generator,quartal_extension|power_chord_core|modal_drone,0.9835,0.0017,consonant_separate_tones,226.8,0.1211
A3,F4,minor sixth,8,8:5,800,none,mild dissonant,m6,simple,minor sixth/augmented fifth,129.23,126.88,220.0,349.23,216.0,342.88036363636400,expand_to_octave|contract_to_fifth|chromatic_approach_to_fifth,submediant_approach|deceptive_resolution,dorian_characteristic|add6_color|chromatic_mediant,0.5336,0.0804,separate_tones,82.8,0.2077
A3,G4,minor seventh,10,16:9,1000,none,dissonant,m7,simple,minor seventh,172.0,168.87,220.0,392.0,216.0,384.8727272727270,resolution_down_to_sixth|resolution_up_to_octave|suspension_character,dominant_seventh_dissonance|modal_mixture,modal_frame|min7_chord_color|blues_harmony_foundation,0.3143,0.1791,separate_tones,0.0,0.1
A3,A4,perfect octave,12,2:1,1200,2nd harmonic,consonant,P8,simple,perfect octave,220.0,216.0,220.0,440.0,216.0,432.0,stable|register_doubling|harmonic_reinforcement,tonic_reinforcement|structural_support,octave_displacement|register_transfer|harmonic_series_anchor,1.0,0.0,consonant_separate_tones,0.0,0.03
A3,B4,major ninth,14,9:4,1400,9th harmonic,mild dissonant,M9,compound,major second + octave,273.88,268.9,220.0,493.88,216.0,484.90036363636400,step_resolution_both_directions|leap_to_consonance|compound_spacing|register_displacement,passing_tone|suspension_resolution|extended_harmony,quartal_harmony|secunda_harmony|tone_cluster_component|jazz_extensions|contemporary_color,0.2899,0.1967,separate_tones,316.8,0.1
A3,C5,minor tenth,15,12:5,1500,none,consonant,m10,compound,minor third + octave,303.25,297.74,220.0,523.25,216.0,513.7363636363640,stable|expand_to_fifth|contract_to_unison|compound_spacing|register_displacement,tonic_triad_member|subdominant_approach|extended_harmony,modal_color_tone|add9_chord_component|polychord_element|jazz_extensions|contemporary_color,0.209,0.2745,separate_tones,90.0,0.1
A3,D5,perfect eleventh,17,8:3,1700,4th harmonic,consonant,P11,compound,perfect fourth + octave,367.33,360.65,220.0,587.33,216.0,576.6512727272730,stable|suspension_down_to_third|quartal_voice_leading|compound_spacing|register_displacement,suspension_preparation|plagal_motion|extended_harmony,quartal_harmony_foundation|sus4_color|modal_frame|jazz_extensions|contemporary_color,0.1299,0.4011,separate_tones,118.8,0.1
A3,E5,perfect twelfth,19,3:1,1900,3rd harmonic,consonant,P12,compound,perfect fifth + octave,439.25,431.26,220.0,659.25,216.0,647.2636363636360,stable|power_interval|open_voicing_foundation|compound_spacing|register_displacement,tonic_stability|dominant_generator|extended_harmony,quartal_extension|power_chord_core|modal_drone|jazz_extensions|contemporary_color,0.0912,0.4991,separate_tones,90.0,0.1
A3,F5,minor thirteenth,20,8:5,2000,none,mild dissonant,m13,compound,minor sixth + octave,478.46,469.76,220.0,698.46,216.0,685.7607272727270,expand_to_octave|contract_to_fifth|chromatic_approach_to_fifth|compound_spacing|register_displacement,submediant_approach|deceptive_resolution|extended_harmony,dorian_characteristic|add6_color|chromatic_mediant|jazz_extensions|contemporary_color,0.0784,0.5402,separate_tones,165.6,0.1
A3,G5,minor fourteenth,22,16:9,2200,none,dissonant,m14,compound,minor seventh + octave,563.99,553.74,220.0,783.99,216.0,769.7356363636360,resolution_down_to_sixth|resolution_up_to_octave|suspension_character|compound_spacing|register_displacement,dominant_seventh_dissonance|modal_mixture|extended_harmony,modal_frame|min7_chord_color|blues_harmony_foundation|jazz_extensions|contemporary_color,0.0601,0.6099,separate_tones,356.4,0.1
A3,A5,perfect fifteenth,24,4:1,2400,2nd harmonic,consonant,P15,compound,double octave,660.0,648.0,220.0,880.0,216.0,864.0,stable|register_doubling|harmonic_reinforcement|compound_spacing|register_displacement,tonic_reinforcement|structural_support|extended_harmony,octave_displacement|register_transfer|harmonic_series_anchor|jazz_extensions|contemporary_color,0.0476,0.6667,separate_tones,0.0,0.1
A#3/Bb3,B3,minor second,1,16:15,100,none,dissonant,m2,simple,minor second/augmented unison,13.86,13.61,233.08,246.94,228.84218181818200,242.45018181818200,up_half_step|down_half_step|chromatic_voice_exchange,leading_tone_resolution|neighbor_tone,cluster_harmony|semitone_displacement|chromatic_saturation,0.7608,0.0305,fast_beating,309.6,0.462
A#3/Bb3,C4,major second,2,9:8,200,9th harmonic,mild dissonant,M2,simple,major second,28.55,28.03,233.08,261.63,228.84218181818200,256.8730909090910,step_resolution_both_directions|leap_to_consonance,passing_tone|suspension_resolution,quartal_harmony|secunda_harmony|tone_cluster_component,0.9755,0.0025,fast_beating,198.0,0.9517
A#3/Bb3,D4,major third,4,5:4,400,5th harmonic,consonant,M3,simple,major third/diminished fourth,60.58,59.48,233.08,293.66,228.84218181818200,288.3207272727270,stable|expand_to_fifth|contract_to_unison,dominant_chord_member|resolution_goal,lydian_characteristic|maj7#11_color|bitonality_anchor,0.9098,0.0098,consonant_roughness,208.8,0.2683
A#3/Bb3,E4,tritone,6,45:32,600,none,dissonant,TT,simple,augmented fourth/diminished fifth,96.55,94.79,233.08,329.63,228.84218181818200,323.6367272727270,resolution_to_sixth|resolution_to_third|chromatic_slide|stable_in_symmetric_contexts,dominant_seventh_tension|diminished_chord_core,symmetric_scale_anchor|french_sixth_color|whole_tone_element,0.5528,0.0748,roughness,198.0,0.5345
A#3/Bb3,F4,perfect fifth,7,3:2,700,3rd harmonic,consonant,P5,simple,perfect fifth,116.15,114.04,233.08,349.23,228.84218181818200,342.88036363636400,stable|power_interval|open_voicing_foundation,tonic_stability|dominant_generator,quartal_extension|power_chord_core|modal_drone,0.9835,0.0017,consonant_separate_tones,54.0,0.1015
A#3/Bb3,G4,major sixth,9,5:3,900,none,mild dissonant,M6,simple,major sixth,158.92,156.03,233.08,392.0,228.84218181818200,384.8727272727270,expand_to_octave|contract_to_fifth|leading_tone_preparation,submediant_function|deceptive_cadence,lydian_extension|maj13_color|neapolitan_preparation,0.3548,0.1539,separate_tones,331.2,0.1
A#3/Bb3,A4,major seventh,11,15:8,1100,15th harmonic,dissonant,M7,simple,major seventh/diminished octave,206.92,203.16,233.08,440.0,228.84218181818200,432.0,resolution_up_to_octave|chromatic_approach|half_step_tension,leading_tone_function|dominant_preparation,maj7_chord_color|chromatic_harmony|impressionist_dissonance,0.4712,0.1009,separate_tones,331.2,0.1
A#3/Bb3,B4,minor ninth,13,32:15,1300,none,dissonant,m9,compound,minor second + octave,260.8,256.06,233.08,493.88,228.84218181818200,484.90036363636400,up_half_step|down_half_step|chromatic_voice_exchange|compound_spacing|register_displacement,leading_tone_resolution|neighbor_tone|extended_harmony,cluster_harmony|semitone_displacement|chromatic_saturation|jazz_extensions|contemporary_color,0.4568,0.1063,separate_tones,288.0,0.1
A#3/Bb3,C5,major ninth,14,9:4,1400,9th harmonic,mild dissonant,M9,compound,major second + octave,290.17,284.89,233.08,523.25,228.84218181818200,513.7363636363640,step_resolution_both_directions|leap_to_consonance|compound_spacing|register_displacement,passing_tone|suspension_resolution|extended_harmony,quartal_harmony|secunda_harmony|tone_cluster_component|jazz_extensions|contemporary_color,0.2899,0.1967,separate_tones,61.2,0.1
A#3/Bb3,D5,major tenth,16,5:2,1600,5th harmonic,consonant,M10,compound,major third + octave,354.25,347.81,233.08,587.33,228.84218181818200,576.6512727272730,stable|expand_to_fifth|contract_to_unison|compound_spacing|register_displacement,dominant_chord_member|resolution_goal|extended_harmony,lydian_characteristic|maj7#11_color|bitonality_anchor|jazz_extensions|contemporary_color,0.1613,0.342,separate_tones,90.0,0.1
A#3/Bb3,E5,augmented eleventh,18,45:16,1800,none,dissonant,A11,compound,tritone + octave,426.17,418.42,233.08,659.25,228.84218181818200,647.2636363636360,resolution_to_sixth|resolution_to_third|chromatic_slide|stable_in_symmetric_contexts|compound_spacing|register_displacement,dominant_seventh_tension|diminished_chord_core|extended_harmony,symmetric_scale_anchor|french_sixth_color|whole_tone_element|jazz_extensions|contemporary_color,0.1077,0.4531,separate_tones,61.2,0.1
A#3/Bb3,F5,perfect twelfth,19,3:1,1900,3rd harmonic,consonant,P12,compound,perfect fifth + octave,465.38,456.92,233.08,698.46,228.84218181818200,685.7607272727270,stable|power_interval|open_voicing_foundation|compound_spacing|register_displacement,tonic_stability|dominant_generator|extended_harmony,quartal_extension|power_chord_core|modal_drone|jazz_extensions|contemporary_color,0.0912,0.4992,separate_tones,136.8,0.1
A#3/Bb3,G5,major thirteenth,21,5:3,2100,none,mild dissonant,M13,compound,major sixth + octave,550.91,540.89,233.08,783.99,228.84218181818200,769.7356363636360,expand_to_octave|contract_to_fifth|leading_tone_preparation|compound_spacing|register_displacement,submediant_function|deceptive_cadence|extended_harmony,lydian_extension|maj13_color|neapolitan_preparation|jazz_extensions|contemporary_color,0.0683,0.5769,separate_tones,327.6,0.1
A#3/Bb3,A5,major fourteenth,23,15:4,2300,15th harmonic,dissonant,M14,compound,major seventh + octave,646.92,635.16,233.08,880.0,228.84218181818200,864.0,resolution_up_to_octave|chromatic_approach|half_step_tension|compound_spacing|register_displacement,leading_tone_function|dominant_preparation|extended_harmony,maj7_chord_color|chromatic_harmony|impressionist_dissonance|jazz_extensions|contemporary_color,0.0533,0.6397,separate_tones,331.2,0.1
B3,C4,minor second,1,16:15,100,none,dissonant,m2,simple,minor second/augmented unison,14.69,14.42,246.94,261.63,242.45018181818200,256.8730909090910,up_half_step|down_half_step|chromatic_voice_exchange,leading_tone_resolution|neighbor_tone,cluster_harmony|semitone_displacement|chromatic_saturation,0.7609,0.0305,fast_beating,248.4,0.4897
B3,D4,minor third,3,6:5,300,none,consonant,m3,simple,minor third,46.72,45.87,246.94,293.66,242.45018181818200,288.3207272727270,stable|expand_to_fifth|contract_to_unison,tonic_triad_member|subdominant_approach,modal_color_tone|add9_chord_component|polychord_element,0.9025,0.0107,roughness,259.2,0.164
